species,decimalLatitude,decimalLongitude,eventDate,scientificName,phylum,class,order,family,genus
Ptychodera flava,8.9532,78.8867,2002/2011,Ptychodera flava,Hemichordata,Enteropneusta,Enteropneusta incertae sedis,Ptychoderidae,Ptychodera
Pareucalanus attenuatus,9.1833,75.7167,1973-09-09T08:19:48Z,Pareucalanus attenuatus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus
Chela cachius,20.849697,83.909972,1985-02-19/22,Chela cachius,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chela
Gastrolepidia clavigera,15.0,90.0,1861-07-02T12:00:00Z,Gastrolepidia clavigera,Annelida,Polychaeta,Phyllodocida,Polynoidae,Gastrolepidia
Gazza minuta,10.01,76.19,1998/1999,Gazza minuta,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Gazza
Bankia carinata,11.0,72.5,,Bankia carinata,Mollusca,Bivalvia,Myida,Teredinidae,Bankia
Aplocheilus lineatus,9.95,76.238,1909-04-07,Aplocheilus lineatus,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Aplocheilus
Timea stellivarians,11.0,72.5,,Timea stellivarians,Porifera,Demospongiae,Tethyida,Timeidae,Timea
Pomadasys kaakan,18.933,72.85,,Pomadasys kaakan,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Pomadasys
Notomastus fauvelii,10.8205,75.1955,2003/2004,Notomastus fauvelii,Annelida,Polychaeta,,Capitellidae,Notomastus
Mikroconchoecia curta,18.2800006866,89.5,,Mikroconchoecia curta,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia
Paracalanus aculeatus,10.75,74.6333,1973-09-08T02:45:00Z,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Trinectes maculatus,32.19132,82.63112,,Trinectes maculatus,Chordata,Teleostei,Pleuronectiformes,Achiridae,Trinectes
Neomonoceratina iniqua,12.03111111,75.20666667,2007,Neomonoceratina iniqua,Arthropoda,Ostracoda,Podocopida,Cytheridae,Neomonoceratina
Acartia (Acartia) danae,13.0,68.0,1980-03-27T23:30:00Z,Acartia (Acartia) danae,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Discoconchoecia elegans,9.27000045776,87.1299972534,,Discoconchoecia elegans,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia
Krohnitta pacifica,9.14999961853,84.1699981689,,Krohnitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta
Paraprionospio pinnata,14.53566667,73.11883333,2007,Paraprionospio pinnata,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio
Acrocalanus gibber,20.8333,68.55,1976-10-08T07:00:00Z,Acrocalanus gibber,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus
Neobythites alcocki,11.5277776718,92.7683334351,1890-12-31T12:00:00Z,Neobythites alcocki,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Neobythites
Heteropriacanthus cruentatus,11.0,72.5,,Heteropriacanthus cruentatus,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Heteropriacanthus
Nassaria coromandelica,9.980663889,79.20305833,2011/2012,Nassaria coromandelica,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassaria
Morone saxatilis,36.39417,87.65034,,Morone saxatilis,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Morone
Microlaimus robustidens,15.25361111,80.40305556,2008,Microlaimus robustidens,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Microlaimus
Hemisiriella parva,15.016666,82.95,1910,Hemisiriella parva,Arthropoda,Malacostraca,Mysida,Mysidae,Hemisiriella
Siphonolaimus pachyderma,13.49866667,74.09683333,1998/2001,Siphonolaimus pachyderma,Nematoda,Chromadorea,Monhysterida,Siphonolaimidae,Siphonolaimus
Acanthurus blochii,13.0830001831,80.4670028687,,Acanthurus blochii,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus
Mactra cuneata,9.9575,79.18388889,2007/2008,Mactra cuneata,Mollusca,Bivalvia,Venerida,Mactridae,Mactra
Dorometra nana,10.0,93.0,1890,Dorometra nana,Echinodermata,Crinoidea,Comatulida,Antedonidae,Dorometra
Centropages furcatus,20.8333,68.55,1976-10-08T07:00:00Z,Centropages furcatus,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
Prorocentrum micans,10.18388889,76.15611111,2006/2008,Prorocentrum micans,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum
Aonides oxycephala,8.893055556,76.03583333,1998/2001,Aonides oxycephala,Annelida,Polychaeta,Spionida,Spionidae,Aonides
Pomadasys maculatus,9.933,76.083,,Pomadasys maculatus,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Pomadasys
Ophiocomella pumila,15.87916,79.99805,2017-22-09,Ophiocomella pumila,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiocomidae,Ophiocomella
Goniopora stokesi,8.5,79.0,1851-07-02T12:00:00Z,Goniopora stokesi,Cnidaria,Hexacorallia,Scleractinia,Poritidae,Goniopora
Arenaria interpres,10.0,93.0,1758-07-02T12:00:00Z,Arenaria interpres,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria
Penaeus (Fenneropenaeus) merguiensis,8.5,79.0,1888-07-02T00:00:00Z,Penaeus (Fenneropenaeus) merguiensis,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus
Pareucalanus attenuatus,19.3667,69.1167,1976-10-10T05:00:00Z,Pareucalanus attenuatus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus
Marphysa gravelyi,9.98,76.24,1989/1991,Marphysa gravelyi,Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa
Nephtys polybranchia,10.98816667,74.992,2004/2005,Nephtys polybranchia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys
Orcaella brevirostris,21.827841,89.1954232,2023-01-08,Orcaella brevirostris,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcaella
Chaetodon ephippium,10.0,93.0,1831-07-02T12:00:00Z,Chaetodon ephippium,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon
Microsetella rosea,8.1667,76.55,1973-09-12T04:00:00Z,Microsetella rosea,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella
Xestospongia testudinaria,19.15277778,84.88611111,1908/1910,Xestospongia testudinaria,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Xestospongia
Chanda nama,23.7994167,90.2459444,,Chanda nama,Chordata,Teleostei,Ovalentaria incertae sedis,Ambassidae,Chanda
Aldrovandia affinis,11.21306,74.42499999999998,,Aldrovandia affinis,Chordata,Teleostei,Notacanthiformes,Halosauridae,Aldrovandia
Ferosagitta robusta,14.970000267,86.8199996948,,Ferosagitta robusta,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Ferosagitta
Nerita polita,15.0,90.0,1758-07-02T12:00:00Z,Nerita polita,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita
Abranda casta,11.666,92.733,,Abranda casta,Mollusca,Bivalvia,Cardiida,Tellinidae,Abranda
Mactra cuneata,15.0,90.0,1791,Mactra cuneata,Mollusca,Bivalvia,Venerida,Mactridae,Mactra
Cryptodromia amboinensis,8.9532,78.8867,2002/2011,Cryptodromia amboinensis,Arthropoda,Malacostraca,Decapoda,Dromiidae,Cryptodromia
Flaccisagitta enflata,15.97,84.45,1959/1965,Flaccisagitta enflata,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta
Gavelinopsis praegeri,9.0292,72.8778,1972-03-10,Gavelinopsis praegeri,Foraminifera,Globothalamea,Rotaliida,Rosalinidae,Gavelinopsis
Leptochela robusta,14.137,73.498,1998/2000,Leptochela robusta,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Leptochela
Paracalanus denudatus,19.7667,69.6667,1976-10-10T12:00:00Z,Paracalanus denudatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Latona faba,9.25,79.2166671753,1788-07-02T00:00:00Z,Latona faba,Mollusca,Bivalvia,Cardiida,Donacidae,Latona
Scoletoma brevicirra,9.21,79.16,2011,Scoletoma brevicirra,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma
Setipinna wheeleri,16.8947219849,96.0911102295,1997-10-31T13:00:00Z,Setipinna wheeleri,Chordata,Teleostei,Clupeiformes,Engraulidae,Setipinna
Euconchoecia aculeata,17.1800003052,70.1699981689,,Euconchoecia aculeata,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia
Metalinhomoeus longiseta,12.30555556,80.45722222,2008,Metalinhomoeus longiseta,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Metalinhomoeus
Platygyra daedalea,22.65,69.77,1987-01,Platygyra daedalea,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Platygyra
Trachinotus blochii,21.9442127684078,88.8980217778187,,Trachinotus blochii,Chordata,Teleostei,Carangiformes,Carangidae,Trachinotus
Epinephelus radiatus,12.5333337784,92.8166656494,1868-07-02T00:00:00Z,Epinephelus radiatus,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
Serratosagitta pacifica,12.8699998856,94.2200012207,,Serratosagitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta
Oulastrea crispata,10.6165,93.1527,1981/1983,Oulastrea crispata,Cnidaria,Hexacorallia,Scleractinia,Oulastreidae,Oulastrea
Natica vitellus,15.13,94.07,1963-04-01,Natica vitellus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Natica
Paucibranchia stragulum,9.98,76.24,1989/1991,Paucibranchia stragulum,Annelida,Polychaeta,Eunicida,Eunicidae,Paucibranchia
Monopterus albus,16.805278,96.156111,,Monopterus albus,Chordata,Teleostei,Synbranchiformes,Synbranchidae,Monopterus
Paracalanus aculeatus,21.7039313,89.2610014,2023-01-09,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Turborotalia (Turborotalia) vincentae,9.0292,72.8778,1972-03-10,Turborotalia (Turborotalia) vincentae,Foraminifera,Globothalamea,Rotaliida,Hedbergellidae,Turborotalia
Casmaria ponderosa,8.9532,78.8867,2002/2011,Casmaria ponderosa,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Casmaria
Proceroecia procera,17.2199993134,70.5199966431,,Proceroecia procera,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Proceroecia
Aluterus scriptus,11.483,79.8167,1986/1987,Aluterus scriptus,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus
Amphinema dinema,13.092499733,80.2944412231,1809-07-02T12:00:00Z,Amphinema dinema,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema
Fungiacyathus (Bathyactis) symmetricus,12.6751,92.9899,1965,Fungiacyathus (Bathyactis) symmetricus,Cnidaria,Hexacorallia,Scleractinia,Fungiacyathidae,Fungiacyathus
Globorotalia scitula,8.117,73.25,1963-08-10,Globorotalia scitula,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Sparisoma radians,24.856515,80.724345,,Sparisoma radians,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma
Champia compressa,22.4666671753,69.0833358765,1838-07-02T12:00:00Z,Champia compressa,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Champia
Rosenvingea sanctae-crucis,8.5,79.0,1914-07-02T12:00:00Z,Rosenvingea sanctae-crucis,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Rosenvingea
Eutima commensalis,10.0473,76.2451,1972,Eutima commensalis,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima
Montipora peltiformis,8.11,93.36,1987-01,Montipora peltiformis,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Montipora
Globorotaloides suteri,9.0292,72.8778,1972-03-10,Globorotaloides suteri,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globorotaloides
Cystodytes dellechiajei,13.33518333,92.82396667,2016-10-28,Cystodytes dellechiajei,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Cystodytes
Encrasicholina heteroloba,17.695981,83.300031,,Encrasicholina heteroloba,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina
Dichotomyctere fluviatilis,10.0,75.0,,Dichotomyctere fluviatilis,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Dichotomyctere
Amerolaophontina reducta,10.0,93.0,1980-07-02T00:00:00Z,Amerolaophontina reducta,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Amerolaophontina
Triloculina trigonula,11.0,72.5,1804,Triloculina trigonula,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Triloculina
Eucidaris tribuloides,14.46261,81.11984,2011-15-09,Eucidaris tribuloides,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris
Aglaophenia octodonta,21.703521,89.2614816,2023-01-09,Aglaophenia octodonta,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia
Macrosetella gracilis,13.5833,73.4333,1973-09-05T03:10:12Z,Macrosetella gracilis,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella
Keijella whatleyi,12.10111111,75.08277778,2007,Keijella whatleyi,,,,,
Hippocampus trimaculatus,8.6626,78.3192,2007/2008,Hippocampus trimaculatus,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus
Diogenes custos,10.0,93.0,1798-07-02T12:00:00Z,Diogenes custos,Arthropoda,Malacostraca,Decapoda,Diogenidae,Diogenes
Glycera longipinnis,22.02,68.17055556,1998/2001,Glycera longipinnis,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera
Haliclona (Gellius) cellaria,8.5833333333333,81.233333333333,,Haliclona (Gellius) cellaria,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona
Globigerina bulloides,9.0292,72.8778,1972-03-10,Globigerina bulloides,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerina
Desikacharyella indica,16.293368130974,84.102718975153,1996,Desikacharyella indica,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Desikacharyella
Travisiopsis lobifera,10.55,72.6,1968-10,Travisiopsis lobifera,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Travisiopsis
Polinices mammilla,11.0,72.5,1758-07-02T12:00:00Z,Polinices mammilla,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices
Ompok bimaculatus,28.653412,77.263016,1966,Ompok bimaculatus,Chordata,Teleostei,Siluriformes,Siluridae,Ompok
Aricidea (Aricidea) curviseta,11.45555556,75.44444444,2005-01,Aricidea (Aricidea) curviseta,Annelida,Polychaeta,,Paraonidae,Aricidea
Himantura uarnak,11.9829998016,79.8330001831,,Himantura uarnak,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura
Arius maculatus,21.9442127684078,88.8980217778187,,Arius maculatus,Chordata,Teleostei,Siluriformes,Ariidae,Arius
Luria isabella,21.58333333,69.6,2007/2009,Luria isabella,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Luria
Sargassum aquifolium,9.285,79.21195,1820,Sargassum aquifolium,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum
Pseudapocryptes elongatus,13.257938,80.338105,,Pseudapocryptes elongatus,Chordata,Teleostei,Gobiiformes,Gobiidae,Pseudapocryptes
Jaydia queketti,21.8999996185,68.0999984741,1963-11-18T12:00:00Z,Jaydia queketti,Chordata,Teleostei,Kurtiformes,Apogonidae,Jaydia
Ophiodaphne scripta,8.442833333,76.8805,2011-08-30,Ophiodaphne scripta,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Ophiodaphne
Ornatoleberis morkhoveni,12.15666667,75.10972222,2007,Ornatoleberis morkhoveni,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,Ornatoleberis
Anodontostoma chacunda,21.8284425,89.1949998,2023-01-08,Anodontostoma chacunda,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Anodontostoma
Pygospio elegans,16.73138889,73.21166667,1998/2001,Pygospio elegans,Annelida,Polychaeta,Spionida,Spionidae,Pygospio
Aidanosagitta regularis,10.6499996185,75.3700027466,,Aidanosagitta regularis,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Johnius macropterus,11.5,79.8000030518,1966-10-02T12:00:00Z,Johnius macropterus,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius
Acartia (Acartia) negligens,8.6333,74.4333,1973-09-09T23:30:00Z,Acartia (Acartia) negligens,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Tanysiphon rivalis,21.5,88.166664,1858,Tanysiphon rivalis,Mollusca,Bivalvia,Venerida,Mactridae,Tanysiphon
Herdmania momus,13.05933333,92.71273333,2014-05-17,Herdmania momus,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania
Oithona vivida,9.95300006866,86.9479980469,1976-02-10T12:00:00Z,Oithona vivida,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
Pseudobranchiomma serratibranchis,9.5,79.25,1932-07-02T00:00:00Z,Pseudobranchiomma serratibranchis,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudobranchiomma
Clausocalanus furcatus,14.0833,71.6167,1973-09-03T01:40:12Z,Clausocalanus furcatus,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Sabatieria praedatrix,13.105,80.50055556,2008,Sabatieria praedatrix,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Sabatieria
Delius nudus,12.6833,74.4167,1967-06-24T06:25:12Z,Delius nudus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Delius
Haliotis varia,9.25,79.2166671753,1758-07-02T12:00:00Z,Haliotis varia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis
Schizoporella incisa,8.9532,78.8867,2002/2011,Schizoporella incisa,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Acanthopleuribacter pedis,9.4226,76.3229,2014-05-17,Acanthopleuribacter pedis,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
Euchaeta marina,21.4333,69.3167,1976-10-08T22:00:00Z,Euchaeta marina,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
Harpadon nehereus,21.7565804,89.2230583,2023-01-08,Harpadon nehereus,Chordata,Teleostei,Aulopiformes,Synodontidae,Harpadon
Channa striata,11.9829998016,80.0,,Channa striata,Chordata,Teleostei,Anabantiformes,Channidae,Channa
Scolecitrichopsis ctenopus,20.0833,68.8667,1976-10-08T13:00:00Z,Scolecitrichopsis ctenopus,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecitrichopsis
Caulerpa mexicana,9.233334,79.21667,1873,Caulerpa mexicana,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Stolephorus dubiosus,21.7549458,89.2837655,2023-01-09,Stolephorus dubiosus,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
Neverita didyma,19.0,72.833,1979-07-10,Neverita didyma,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita
Muggiaea atlantica,8.5,79.0,1892-07-02T00:00:00Z,Muggiaea atlantica,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea
Chaetonotus (Schizochaetonotus) atrox,10.6333332062,92.5999984741,1954-07-02T12:00:00Z,Chaetonotus (Schizochaetonotus) atrox,Gastrotricha,,Chaetonotida,Chaetonotidae,Chaetonotus
Cavilinga blanda,26.6147,80.0361,,Cavilinga blanda,Mollusca,Bivalvia,Lucinida,Lucinidae,Cavilinga
Crenimugil seheli,19.766666,85.333336,1775,Crenimugil seheli,Chordata,Teleostei,Mugiliformes,Mugilidae,Crenimugil
Naria poraria,11.666,92.733,,Naria poraria,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Naria
Theristus longus,10.58194444,80.10277778,2008,Theristus longus,Nematoda,Chromadorea,Monhysterida,Xyalidae,Theristus
Calocalanus plumulosus,14.55,72.6833,1973-09-02T08:45:00Z,Calocalanus plumulosus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus
Ranularia tripus,8.85,78.15,,Ranularia tripus,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Ranularia
Planiliza macrolepis,8.6626,78.3192,2007/2008,Planiliza macrolepis,Chordata,Teleostei,Mugiliformes,Mugilidae,Planiliza
Ulva compressa,9.23333358765,79.2166671753,1820-07-02T00:00:00Z,Ulva compressa,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
Discoconchoecia elegans,14.970000267,72.5299987793,,Discoconchoecia elegans,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia
Chaetomorpha brachygona,11.45,79.78333,1858,Chaetomorpha brachygona,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Chaetomorpha
Hemicytheridea paiki,11.84583333,75.41666667,2007,Hemicytheridea paiki,,,,,
Orthoconchoecia atlantica,16.88,84.97,1962/1964,Orthoconchoecia atlantica,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia
Nitophyllum marginale,16.293368130974,84.102718975153,,Nitophyllum marginale,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Nitophyllum
Nassarius bimaculosus,10.0,93.0,,Nassarius bimaculosus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius
Condylactis parvicornis,8.9532,78.8867,2002/2011,Condylactis parvicornis,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Condylactis
Eleutheronema tetradactylum,21.647223,87.63333,1804,Eleutheronema tetradactylum,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,Eleutheronema
Laeops guentheri,11.483,79.8167,1986/1987,Laeops guentheri,Chordata,Teleostei,Pleuronectiformes,Bothidae,Laeops
Nusuttodinium poecilochroum,21.7039313,89.2610014,2023-01-09,Nusuttodinium poecilochroum,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Nusuttodinium
Centrophorus moluccensis,13.35,93.11666667,2006-11-01/13,Centrophorus moluccensis,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus
Dipsastraea speciosa,8.5,79.0,1846-07-02T12:00:00Z,Dipsastraea speciosa,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Dipsastraea
Turris spectabilis,10.0,93.0,1843,Turris spectabilis,Mollusca,Gastropoda,Neogastropoda,Turridae,Turris
Scalptia contabulata,12.5,92.75,1832-07-02T00:00:00Z,Scalptia contabulata,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Scalptia
Epinephelus morio,24.67901,81.89444,,Epinephelus morio,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
Krohnitta pacifica,19.5300006866,71.1200027466,,Krohnitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta
Plotosus canius,11.658093,92.730345,1930-07,Plotosus canius,Chordata,Teleostei,Siluriformes,Plotosidae,Plotosus
Prorocentrum micans,11.71666667,75.55,2001/2003,Prorocentrum micans,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum
Paratapes textile,19.0,72.83,1958-11,Paratapes textile,Mollusca,Bivalvia,Venerida,Veneridae,Paratapes
Megalops cyprinoides,10.0,75.0,,Megalops cyprinoides,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops
Conus monile,8.75,82.5,,Conus monile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus
Clypeomorus batillariaeformis,8.5,79.0,1966-07-02T12:00:00Z,Clypeomorus batillariaeformis,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Clypeomorus
Paraconchoecia echinata,17.2999992371,83.7799987793,,Paraconchoecia echinata,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia
Gavialiceps taeniola,12.37194444,74.1875,2006,Gavialiceps taeniola,Chordata,Teleostei,Anguilliformes,Muraenesocidae,Gavialiceps
Parvocalanus arabiensis,15.41666667,73.8,2007/2008,Parvocalanus arabiensis,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus
Paralacydonia paradoxa,9.777777778,75.91666667,2005-01,Paralacydonia paradoxa,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia
Favites pentagona,8.27000045776,73.0599975586,,Favites pentagona,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Favites
Pseudophilyra woodmasoni,12.5,92.75,1895-07-02T12:00:00Z,Pseudophilyra woodmasoni,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Pseudophilyra
Setarches longimanus,12.4779,73.2697,1998/2007,Setarches longimanus,Chordata,Teleostei,Perciformes,Setarchidae,Setarches
Dadayiella bulbosa,13.31666667,80.33333333,2009/2010,Dadayiella bulbosa,Ciliophora,Oligotrichea,Choreotrichida,Tintinnidae,Dadayiella
